instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,day_name
171,2011-01-08,Spring,2011,Jan,9,No,Saturday,Holiday,Light Snow/Rain,0.16,0.1818,0.93,0.1045,0,20,20,Weekend/Holiday,Saturday
172,2011-01-08,Spring,2011,Jan,10,No,Saturday,Holiday,Mist/Cloudy,0.18,0.197,0.8,0.1642,5,56,61,Weekend/Holiday,Saturday
173,2011-01-08,Spring,2011,Jan,11,No,Saturday,Holiday,Mist/Cloudy,0.2,0.1818,0.69,0.3881,2,60,62,Weekend/Holiday,Saturday
174,2011-01-08,Spring,2011,Jan,12,No,Saturday,Holiday,Mist/Cloudy,0.2,0.1818,0.59,0.3582,8,90,98,Weekend/Holiday,Saturday
175,2011-01-08,Spring,2011,Jan,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.2,0.1818,0.44,0.3284,7,95,102,Weekend/Holiday,Saturday
176,2011-01-08,Spring,2011,Jan,14,No,Saturday,Holiday,Clear/Partly Cloudy,0.2,0.1667,0.32,0.4925,12,83,95,Weekend/Holiday,Saturday
177,2011-01-08,Spring,2011,Jan,15,No,Saturday,Holiday,Clear/Partly Cloudy,0.2,0.1667,0.32,0.4478,5,69,74,Weekend/Holiday,Saturday
178,2011-01-08,Spring,2011,Jan,16,No,Saturday,Holiday,Clear/Partly Cloudy,0.18,0.1364,0.29,0.4478,8,68,76,Weekend/Holiday,Saturday
179,2011-01-08,Spring,2011,Jan,17,No,Saturday,Holiday,Clear/Partly Cloudy,0.16,0.1212,0.37,0.5522,5,64,69,Weekend/Holiday,Saturday
180,2011-01-08,Spring,2011,Jan,18,No,Saturday,Holiday,Clear/Partly Cloudy,0.14,0.1212,0.39,0.2985,3,52,55,Weekend/Holiday,Saturday
181,2011-01-08,Spring,2011,Jan,19,No,Saturday,Holiday,Clear/Partly Cloudy,0.14,0.1212,0.36,0.2537,4,26,30,Weekend/Holiday,Saturday
182,2011-01-08,Spring,2011,Jan,20,No,Saturday,Holiday,Clear/Partly Cloudy,0.12,0.1212,0.36,0.2537,0,28,28,Weekend/Holiday,Saturday
183,2011-01-08,Spring,2011,Jan,21,No,Saturday,Holiday,Clear/Partly Cloudy,0.12,0.1061,0.39,0.3582,2,35,37,Weekend/Holiday,Saturday
184,2011-01-08,Spring,2011,Jan,22,No,Saturday,Holiday,Clear/Partly Cloudy,0.12,0.1061,0.36,0.3881,1,33,34,Weekend/Holiday,Saturday
185,2011-01-08,Spring,2011,Jan,23,No,Saturday,Holiday,Clear/Partly Cloudy,0.1,0.0606,0.39,0.4478,0,22,22,Weekend/Holiday,Saturday
186,2011-01-09,Spring,2011,Jan,0,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0758,0.42,0.3881,1,24,25,Weekend/Holiday,Sunday
187,2011-01-09,Spring,2011,Jan,1,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0606,0.42,0.4627,0,12,12,Weekend/Holiday,Sunday
188,2011-01-09,Spring,2011,Jan,2,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0606,0.46,0.4627,0,11,11,Weekend/Holiday,Sunday
189,2011-01-09,Spring,2011,Jan,3,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0758,0.46,0.4179,0,4,4,Weekend/Holiday,Sunday
190,2011-01-09,Spring,2011,Jan,4,No,Sunday,Holiday,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,0,1,1,Weekend/Holiday,Sunday
191,2011-01-09,Spring,2011,Jan,5,No,Sunday,Holiday,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,0,1,1,Weekend/Holiday,Sunday
192,2011-01-09,Spring,2011,Jan,6,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2836,0,1,1,Weekend/Holiday,Sunday
193,2011-01-09,Spring,2011,Jan,7,No,Sunday,Holiday,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,1,5,6,Weekend/Holiday,Sunday
194,2011-01-09,Spring,2011,Jan,8,No,Sunday,Holiday,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2836,0,10,10,Weekend/Holiday,Sunday
195,2011-01-09,Spring,2011,Jan,9,No,Sunday,Holiday,Clear/Partly Cloudy,0.12,0.0758,0.46,0.5224,0,19,19,Weekend/Holiday,Sunday
196,2011-01-09,Spring,2011,Jan,10,No,Sunday,Holiday,Clear/Partly Cloudy,0.14,0.1061,0.43,0.3881,0,49,49,Weekend/Holiday,Sunday
197,2011-01-09,Spring,2011,Jan,11,No,Sunday,Holiday,Clear/Partly Cloudy,0.16,0.1212,0.4,0.5224,2,47,49,Weekend/Holiday,Sunday
198,2011-01-09,Spring,2011,Jan,12,No,Sunday,Holiday,Clear/Partly Cloudy,0.18,0.1364,0.37,0.4478,4,79,83,Weekend/Holiday,Sunday
199,2011-01-09,Spring,2011,Jan,13,No,Sunday,Holiday,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,6,69,75,Weekend/Holiday,Sunday
200,2011-01-09,Spring,2011,Jan,14,No,Sunday,Holiday,Clear/Partly Cloudy,0.22,0.1818,0.32,0.4627,8,64,72,Weekend/Holiday,Sunday
201,2011-01-09,Spring,2011,Jan,15,No,Sunday,Holiday,Clear/Partly Cloudy,0.22,0.197,0.35,0.3582,5,77,82,Weekend/Holiday,Sunday
202,2011-01-09,Spring,2011,Jan,16,No,Sunday,Holiday,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,13,79,92,Weekend/Holiday,Sunday
203,2011-01-09,Spring,2011,Jan,17,No,Sunday,Holiday,Clear/Partly Cloudy,0.18,0.1515,0.37,0.3881,3,59,62,Weekend/Holiday,Sunday
204,2011-01-09,Spring,2011,Jan,18,No,Sunday,Holiday,Clear/Partly Cloudy,0.16,0.1364,0.4,0.3284,4,44,48,Weekend/Holiday,Sunday
205,2011-01-09,Spring,2011,Jan,19,No,Sunday,Holiday,Clear/Partly Cloudy,0.16,0.1364,0.43,0.3284,1,40,41,Weekend/Holiday,Sunday
206,2011-01-09,Spring,2011,Jan,20,No,Sunday,Holiday,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2537,0,38,38,Weekend/Holiday,Sunday
207,2011-01-09,Spring,2011,Jan,21,No,Sunday,Holiday,Clear/Partly Cloudy,0.14,0.1061,0.46,0.4179,1,19,20,Weekend/Holiday,Sunday
208,2011-01-09,Spring,2011,Jan,22,No,Sunday,Holiday,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,5,10,15,Weekend/Holiday,Sunday
209,2011-01-09,Spring,2011,Jan,23,No,Sunday,Holiday,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,6,6,Weekend/Holiday,Sunday
210,2011-01-10,Spring,2011,Jan,0,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,2,3,5,Working Day,Monday
211,2011-01-10,Spring,2011,Jan,1,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,1,0,1,Working Day,Monday
212,2011-01-10,Spring,2011,Jan,2,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,3,3,Working Day,Monday
213,2011-01-10,Spring,2011,Jan,3,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,1,1,Working Day,Monday
214,2011-01-10,Spring,2011,Jan,4,No,Monday,Working Day,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,1,2,3,Working Day,Monday
215,2011-01-10,Spring,2011,Jan,5,No,Monday,Working Day,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2537,0,3,3,Working Day,Monday
216,2011-01-10,Spring,2011,Jan,6,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,0,31,31,Working Day,Monday
217,2011-01-10,Spring,2011,Jan,7,No,Monday,Working Day,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,2,75,77,Working Day,Monday
218,2011-01-10,Spring,2011,Jan,8,No,Monday,Working Day,Mist/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Working Day,Monday
219,2011-01-10,Spring,2011,Jan,9,No,Monday,Working Day,Mist/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Working Day,Monday
220,2011-01-10,Spring,2011,Jan,10,No,Monday,Working Day,Mist/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Working Day,Monday
221,2011-01-10,Spring,2011,Jan,11,No,Monday,Working Day,Mist/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Working Day,Monday
222,2011-01-10,Spring,2011,Jan,12,No,Monday,Working Day,Mist/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Working Day,Monday
223,2011-01-10,Spring,2011,Jan,13,No,Monday,Working Day,Mist/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Working Day,Monday
224,2011-01-10,Spring,2011,Jan,14,No,Monday,Working Day,Mist/Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Working Day,Monday
225,2011-01-10,Spring,2011,Jan,15,No,Monday,Working Day,Mist/Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Working Day,Monday
226,2011-01-10,Spring,2011,Jan,16,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1343,4,70,74,Working Day,Monday
227,2011-01-10,Spring,2011,Jan,17,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,4,174,178,Working Day,Monday
228,2011-01-10,Spring,2011,Jan,18,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.197,0.4,0.2239,1,154,155,Working Day,Monday
229,2011-01-10,Spring,2011,Jan,19,No,Monday,Working Day,Clear/Partly Cloudy,0.16,0.1667,0.47,0.1642,3,92,95,Working Day,Monday
230,2011-01-10,Spring,2011,Jan,20,No,Monday,Working Day,Clear/Partly Cloudy,0.16,0.1667,0.5,0.1642,1,73,74,Working Day,Monday
231,2011-01-10,Spring,2011,Jan,21,No,Monday,Working Day,Clear/Partly Cloudy,0.14,0.1364,0.59,0.194,1,37,38,Working Day,Monday
232,2011-01-10,Spring,2011,Jan,22,No,Monday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,2,22,24,Working Day,Monday
233,2011-01-10,Spring,2011,Jan,23,No,Monday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,18,18,Working Day,Monday
234,2011-01-11,Spring,2011,Jan,0,No,Tuesday,Working Day,Clear/Partly Cloudy,0.14,0.1667,0.59,0.1045,2,10,12,Working Day,Tuesday
235,2011-01-11,Spring,2011,Jan,1,No,Tuesday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,3,3,Working Day,Tuesday
236,2011-01-11,Spring,2011,Jan,2,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Working Day,Tuesday
237,2011-01-11,Spring,2011,Jan,5,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Working Day,Tuesday
238,2011-01-11,Spring,2011,Jan,6,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Working Day,Tuesday
239,2011-01-11,Spring,2011,Jan,7,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Working Day,Tuesday
240,2011-01-11,Spring,2011,Jan,8,No,Tuesday,Working Day,Mist/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Working Day,Tuesday
241,2011-01-11,Spring,2011,Jan,9,No,Tuesday,Working Day,Mist/Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Working Day,Tuesday
242,2011-01-11,Spring,2011,Jan,10,No,Tuesday,Working Day,Mist/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Working Day,Tuesday
243,2011-01-11,Spring,2011,Jan,11,No,Tuesday,Working Day,Mist/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Working Day,Tuesday
244,2011-01-11,Spring,2011,Jan,12,No,Tuesday,Working Day,Mist/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Working Day,Tuesday
245,2011-01-11,Spring,2011,Jan,13,No,Tuesday,Working Day,Mist/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Working Day,Tuesday
246,2011-01-11,Spring,2011,Jan,14,No,Tuesday,Working Day,Mist/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Working Day,Tuesday
247,2011-01-11,Spring,2011,Jan,15,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Working Day,Tuesday
248,2011-01-11,Spring,2011,Jan,16,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Working Day,Tuesday
249,2011-01-11,Spring,2011,Jan,17,No,Tuesday,Working Day,Mist/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Working Day,Tuesday
250,2011-01-11,Spring,2011,Jan,18,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,Working Day,Tuesday
251,2011-01-11,Spring,2011,Jan,19,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,Working Day,Tuesday
252,2011-01-11,Spring,2011,Jan,20,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,Working Day,Tuesday
253,2011-01-11,Spring,2011,Jan,21,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,Working Day,Tuesday
254,2011-01-11,Spring,2011,Jan,22,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,Working Day,Tuesday
255,2011-01-11,Spring,2011,Jan,23,No,Tuesday,Working Day,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,Working Day,Tuesday
256,2011-01-12,Spring,2011,Jan,0,No,Wednesday,Working Day,Mist/Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Working Day,Wednesday
257,2011-01-12,Spring,2011,Jan,1,No,Wednesday,Working Day,Mist/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Working Day,Wednesday
258,2011-01-12,Spring,2011,Jan,2,No,Wednesday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1343,0,1,1,Working Day,Wednesday
259,2011-01-12,Spring,2011,Jan,5,No,Wednesday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1642,0,5,5,Working Day,Wednesday
260,2011-01-12,Spring,2011,Jan,6,No,Wednesday,Working Day,Clear/Partly Cloudy,0.12,0.1515,0.93,0.1343,0,16,16,Working Day,Wednesday
261,2011-01-12,Spring,2011,Jan,7,No,Wednesday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,54,54,Working Day,Wednesday
262,2011-01-12,Spring,2011,Jan,8,No,Wednesday,Working Day,Clear/Partly Cloudy,0.16,0.1667,0.59,0.1642,3,125,128,Working Day,Wednesday
263,2011-01-12,Spring,2011,Jan,9,No,Wednesday,Working Day,Clear/Partly Cloudy,0.16,0.1364,0.59,0.3284,3,78,81,Working Day,Wednesday
264,2011-01-12,Spring,2011,Jan,10,No,Wednesday,Working Day,Clear/Partly Cloudy,0.18,0.1818,0.55,0.2239,0,39,39,Working Day,Wednesday
265,2011-01-12,Spring,2011,Jan,11,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1818,0.51,0.3881,3,32,35,Working Day,Wednesday
266,2011-01-12,Spring,2011,Jan,12,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5821,3,52,55,Working Day,Wednesday
267,2011-01-12,Spring,2011,Jan,13,No,Wednesday,Working Day,Clear/Partly Cloudy,0.22,0.197,0.44,0.3582,0,49,49,Working Day,Wednesday
268,2011-01-12,Spring,2011,Jan,14,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3284,0,44,44,Working Day,Wednesday
269,2011-01-12,Spring,2011,Jan,15,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1667,0.47,0.4179,1,48,49,Working Day,Wednesday
270,2011-01-12,Spring,2011,Jan,16,No,Wednesday,Working Day,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,5,63,68,Working Day,Wednesday
271,2011-01-12,Spring,2011,Jan,17,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3582,0,139,139,Working Day,Wednesday
272,2011-01-12,Spring,2011,Jan,18,No,Wednesday,Working Day,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5224,2,135,137,Working Day,Wednesday
273,2011-01-12,Spring,2011,Jan,19,No,Wednesday,Working Day,Clear/Partly Cloudy,0.18,0.1515,0.47,0.4179,1,82,83,Working Day,Wednesday
274,2011-01-12,Spring,2011,Jan,20,No,Wednesday,Working Day,Clear/Partly Cloudy,0.16,0.1364,0.5,0.3284,2,54,56,Working Day,Wednesday
275,2011-01-12,Spring,2011,Jan,21,No,Wednesday,Working Day,Clear/Partly Cloudy,0.16,0.1364,0.55,0.3284,0,57,57,Working Day,Wednesday
276,2011-01-12,Spring,2011,Jan,22,No,Wednesday,Working Day,Clear/Partly Cloudy,0.16,0.1212,0.55,0.4478,1,32,33,Working Day,Wednesday
277,2011-01-12,Spring,2011,Jan,23,No,Wednesday,Working Day,Clear/Partly Cloudy,0.14,0.1061,0.59,0.4179,1,19,20,Working Day,Wednesday
278,2011-01-13,Spring,2011,Jan,0,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.59,0.2836,1,6,7,Working Day,Thursday
279,2011-01-13,Spring,2011,Jan,1,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2836,0,2,2,Working Day,Thursday
280,2011-01-13,Spring,2011,Jan,2,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3582,0,2,2,Working Day,Thursday
281,2011-01-13,Spring,2011,Jan,3,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,0,3,3,Working Day,Thursday
282,2011-01-13,Spring,2011,Jan,4,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2537,0,4,4,Working Day,Thursday
283,2011-01-13,Spring,2011,Jan,5,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2985,0,3,3,Working Day,Thursday
284,2011-01-13,Spring,2011,Jan,6,No,Thursday,Working Day,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,28,28,Working Day,Thursday
285,2011-01-13,Spring,2011,Jan,7,No,Thursday,Working Day,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,72,72,Working Day,Thursday
286,2011-01-13,Spring,2011,Jan,8,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1364,0.5,0.194,5,197,202,Working Day,Thursday
287,2011-01-13,Spring,2011,Jan,9,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,2,137,139,Working Day,Thursday
288,2011-01-13,Spring,2011,Jan,10,No,Thursday,Working Day,Mist/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Working Day,Thursday
289,2011-01-13,Spring,2011,Jan,11,No,Thursday,Working Day,Mist/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Working Day,Thursday
290,2011-01-13,Spring,2011,Jan,12,No,Thursday,Working Day,Clear/Partly Cloudy,0.2,0.1667,0.44,0.4179,3,49,52,Working Day,Thursday
291,2011-01-13,Spring,2011,Jan,13,No,Thursday,Working Day,Clear/Partly Cloudy,0.22,0.197,0.41,0.4478,2,81,83,Working Day,Thursday
292,2011-01-13,Spring,2011,Jan,14,No,Thursday,Working Day,Clear/Partly Cloudy,0.22,0.197,0.41,0.3881,3,39,42,Working Day,Thursday
293,2011-01-13,Spring,2011,Jan,15,No,Thursday,Working Day,Clear/Partly Cloudy,0.24,0.2121,0.38,0.2985,5,55,60,Working Day,Thursday
294,2011-01-13,Spring,2011,Jan,16,No,Thursday,Working Day,Clear/Partly Cloudy,0.24,0.2121,0.38,0.3582,2,76,78,Working Day,Thursday
295,2011-01-13,Spring,2011,Jan,17,No,Thursday,Working Day,Clear/Partly Cloudy,0.2,0.1818,0.4,0.2836,4,158,162,Working Day,Thursday
296,2011-01-13,Spring,2011,Jan,18,No,Thursday,Working Day,Clear/Partly Cloudy,0.2,0.1818,0.4,0.3284,3,141,144,Working Day,Thursday
297,2011-01-13,Spring,2011,Jan,19,No,Thursday,Working Day,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2537,1,98,99,Working Day,Thursday
298,2011-01-13,Spring,2011,Jan,20,No,Thursday,Working Day,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2239,0,64,64,Working Day,Thursday
299,2011-01-13,Spring,2011,Jan,21,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,0,40,40,Working Day,Thursday
300,2011-01-13,Spring,2011,Jan,22,No,Thursday,Working Day,Clear/Partly Cloudy,0.14,0.1212,0.46,0.3284,0,30,30,Working Day,Thursday
301,2011-01-13,Spring,2011,Jan,23,No,Thursday,Working Day,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,1,14,15,Working Day,Thursday
302,2011-01-14,Spring,2011,Jan,0,No,Friday,Working Day,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,14,14,Working Day,Friday
303,2011-01-14,Spring,2011,Jan,1,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1642,0,5,5,Working Day,Friday
304,2011-01-14,Spring,2011,Jan,2,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,0,1,1,Working Day,Friday
305,2011-01-14,Spring,2011,Jan,3,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1364,0.54,0.1045,0,1,1,Working Day,Friday
306,2011-01-14,Spring,2011,Jan,5,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1364,0.54,0.0896,0,8,8,Working Day,Friday
307,2011-01-14,Spring,2011,Jan,6,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1818,0.54,0.0,0,17,17,Working Day,Friday
308,2011-01-14,Spring,2011,Jan,7,No,Friday,Working Day,Clear/Partly Cloudy,0.1,0.1212,0.74,0.1642,0,70,70,Working Day,Friday
309,2011-01-14,Spring,2011,Jan,8,No,Friday,Working Day,Clear/Partly Cloudy,0.12,0.1667,0.68,0.0,2,156,158,Working Day,Friday
310,2011-01-14,Spring,2011,Jan,9,No,Friday,Working Day,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,117,117,Working Day,Friday
311,2011-01-14,Spring,2011,Jan,10,No,Friday,Working Day,Clear/Partly Cloudy,0.18,0.1818,0.55,0.194,4,40,44,Working Day,Friday
312,2011-01-14,Spring,2011,Jan,11,No,Friday,Working Day,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,6,47,53,Working Day,Friday
313,2011-01-14,Spring,2011,Jan,12,No,Friday,Working Day,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,2,59,61,Working Day,Friday
314,2011-01-14,Spring,2011,Jan,13,No,Friday,Working Day,Clear/Partly Cloudy,0.22,0.197,0.37,0.3881,4,73,77,Working Day,Friday
315,2011-01-14,Spring,2011,Jan,14,No,Friday,Working Day,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,5,59,64,Working Day,Friday
316,2011-01-14,Spring,2011,Jan,15,No,Friday,Working Day,Clear/Partly Cloudy,0.24,0.2424,0.38,0.1642,9,59,68,Working Day,Friday
317,2011-01-14,Spring,2011,Jan,16,No,Friday,Working Day,Clear/Partly Cloudy,0.22,0.2424,0.41,0.1045,3,87,90,Working Day,Friday
318,2011-01-14,Spring,2011,Jan,17,No,Friday,Working Day,Clear/Partly Cloudy,0.22,0.2273,0.41,0.1642,4,155,159,Working Day,Friday
319,2011-01-14,Spring,2011,Jan,18,No,Friday,Working Day,Clear/Partly Cloudy,0.2,0.2576,0.47,0.0,5,134,139,Working Day,Friday
320,2011-01-14,Spring,2011,Jan,19,No,Friday,Working Day,Clear/Partly Cloudy,0.16,0.197,0.59,0.0896,3,89,92,Working Day,Friday
321,2011-01-14,Spring,2011,Jan,20,No,Friday,Working Day,Clear/Partly Cloudy,0.18,0.2424,0.59,0.0,0,68,68,Working Day,Friday
322,2011-01-14,Spring,2011,Jan,21,No,Friday,Working Day,Clear/Partly Cloudy,0.16,0.2273,0.69,0.0,4,48,52,Working Day,Friday
323,2011-01-14,Spring,2011,Jan,22,No,Friday,Working Day,Mist/Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Working Day,Friday
324,2011-01-14,Spring,2011,Jan,23,No,Friday,Working Day,Mist/Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Working Day,Friday
325,2011-01-15,Spring,2011,Jan,0,No,Saturday,Holiday,Clear/Partly Cloudy,0.18,0.2424,0.55,0.0,3,25,28,Weekend/Holiday,Saturday
326,2011-01-15,Spring,2011,Jan,1,No,Saturday,Holiday,Mist/Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Weekend/Holiday,Saturday
327,2011-01-15,Spring,2011,Jan,2,No,Saturday,Holiday,Mist/Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Weekend/Holiday,Saturday
328,2011-01-15,Spring,2011,Jan,3,No,Saturday,Holiday,Mist/Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Weekend/Holiday,Saturday
329,2011-01-15,Spring,2011,Jan,4,No,Saturday,Holiday,Mist/Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Weekend/Holiday,Saturday
330,2011-01-15,Spring,2011,Jan,5,No,Saturday,Holiday,Clear/Partly Cloudy,0.16,0.2273,0.59,0.0,0,1,1,Weekend/Holiday,Saturday
331,2011-01-15,Spring,2011,Jan,6,No,Saturday,Holiday,Clear/Partly Cloudy,0.14,0.1667,0.63,0.1045,1,2,3,Weekend/Holiday,Saturday
332,2011-01-15,Spring,2011,Jan,7,No,Saturday,Holiday,Clear/Partly Cloudy,0.14,0.2121,0.63,0.0,1,9,10,Weekend/Holiday,Saturday
333,2011-01-15,Spring,2011,Jan,8,No,Saturday,Holiday,Clear/Partly Cloudy,0.14,0.1515,0.63,0.1343,1,22,23,Weekend/Holiday,Saturday
334,2011-01-15,Spring,2011,Jan,9,No,Saturday,Holiday,Clear/Partly Cloudy,0.16,0.1818,0.64,0.1343,2,31,33,Weekend/Holiday,Saturday
335,2011-01-15,Spring,2011,Jan,10,No,Saturday,Holiday,Clear/Partly Cloudy,0.18,0.197,0.59,0.1642,2,57,59,Weekend/Holiday,Saturday
336,2011-01-15,Spring,2011,Jan,11,No,Saturday,Holiday,Clear/Partly Cloudy,0.2,0.197,0.55,0.2239,18,54,72,Weekend/Holiday,Saturday
337,2011-01-15,Spring,2011,Jan,12,No,Saturday,Holiday,Clear/Partly Cloudy,0.24,0.2273,0.48,0.2239,15,74,89,Weekend/Holiday,Saturday
338,2011-01-15,Spring,2011,Jan,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.28,0.2576,0.38,0.2985,21,80,101,Weekend/Holiday,Saturday
339,2011-01-15,Spring,2011,Jan,14,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2836,26,92,118,Weekend/Holiday,Saturday
340,2011-01-15,Spring,2011,Jan,15,No,Saturday,Holiday,Mist/Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Weekend/Holiday,Saturday
